Comment,Designator,Footprint,LCSC
WS2812B,"D1,D2,D3,D4,D5,D6,D7,D8",WS2812B-2020,C965555
Conn_02x03_Odd_Even,J1,Pin_Header_Straight_2x03_Pitch2.00mm_SMD,
